Uniprot Accession,Description,Gene,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
P00959,Methionyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=metG PE=1 SV=2,metG,27,1588.88,76188.10041,2,2082,2572,1904,1094,1274,1332,1467,1417,1506,1186,974,840,662,709,1313,2236,1622,1672,1479,1029,1295,1920
P00350,"6-phosphogluconate dehydrogenase, decarboxylating OS=Escherichia coli (strain K12) GN=gnd PE=1 SV=2",gnd,27,1940.13,51431.30094,2,14100,17386,16083,5501,6745,8440,8331,7002,8213,5205,3915,2953,5465,6816,10145,16349,14593,12496,7285,4801,8024,10318
P0AEE5,D-galactose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=mglB PE=1 SV=1,mglB,27,1604.39,35672.35627,2,3223,20143,21711,19551,28631,17801,17497,17990,20750,29600,23881,19758,3548,2762,2581,3288,3046,5655,36415,86781,27050,9705
P0AD96,Leu/Ile/Val-binding protein OS=Escherichia coli (strain K12) GN=livJ PE=1 SV=1,livJ,27,1996.57,39033.9819,2,22968,1898,4197,21124,27978,32928,23525,22034,29684,34765,30450,23241,9484,9977,21688,17989,19798,17702,27776,23012,29892,25098
P13009,Methionine synthase OS=Escherichia coli (strain K12) GN=metH PE=1 SV=5,metH,27,1587.38,135893.6125,2,421,270,259,178,255,302,316,306,346,255,219,188,143,101,265,226,358,421,342,230,342,492
P61889,Malate dehydrogenase OS=Escherichia coli (strain K12) GN=mdh PE=1 SV=1,mdh,27,2213,32299.20422,2,53138,73162,110645,119781,69353,66984,65977,129097,71459,60446,49038,42300,16270,19387,62946,62755,35818,70658,90773,49852,71565,75763
P32132,GTP-binding protein typA/BipA OS=Escherichia coli (strain K12) GN=typA PE=1 SV=2,typA,26,1734.85,67295.47014,2,3013,4316,2473,798,1200,1619,1647,1442,1372,883,775,649,970,859,1929,2442,2172,2055,1262,1109,1445,2451
P77804,Protein ydgA OS=Escherichia coli (strain K12) GN=ydgA PE=1 SV=1,ydgA,26,1469.59,54636.91746,2,1215,2257,1854,1121,1140,1448,1205,915,1339,1231,1117,1117,1062,1191,1263,930,1622,1153,1001,924,1025,1117
P06971,Ferrichrome-iron receptor OS=Escherichia coli (strain K12) GN=fhuA PE=1 SV=2,fhuA,26,1525.73,82113.29387,2,873,550,1093,584,899,839,889,812,1131,719,528,462,649,670,901,1188,1465,1008,861,762,888,922
P0ADY1,Peptidyl-prolyl cis-trans isomerase D OS=Escherichia coli (strain K12) GN=ppiD PE=1 SV=1,ppiD,26,1563.05,68089.75025,2,1057,1678,1587,813,919,1236,1343,1031,1187,1222,968,1051,642,610,1625,1826,1401,1701,1536,1442,1397,1588
P30850,Exoribonuclease 2 OS=Escherichia coli (strain K12) GN=rnb PE=1 SV=3,rnb,26,1290.68,72427.22502,2,1260,1224,916,613,739,846,903,851,904,598,454,369,544,494,890,1241,1266,1100,786,481,936,1334
P00962,Glutaminyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=glnS PE=1 SV=3,glnS,26,1487.34,63419.78257,2,999,1712,1511,593,742,641,845,773,814,617,520,462,377,356,662,1105,800,850,702,545,646,975
P0AB71,Fructose-bisphosphate aldolase class 2 OS=Escherichia coli (strain K12) GN=fbaA PE=1 SV=2,fbaA,26,1659.08,39104.59675,2,20049,23422,26665,11352,13842,14274,15624,13943,13616,9381,8289,7067,11699,12477,23727,16391,23435,17405,10708,11298,12513,24513
P0ABK5,Cysteine synthase A OS=Escherichia coli (strain K12) GN=cysK PE=1 SV=2,cysK,26,2393.1,34450.28634,2,73308,21811,70876,66764,68067,65029,68900,61734,55342,43392,32637,29423,49668,52241,85387,90613,140217,68895,66746,51117,73976,75498
P0ACY3,Uncharacterized protein yeaG OS=Escherichia coli (strain K12) GN=yeaG PE=3 SV=1,yeaG,25,1326.76,74415.57277,2,519,472,316,692,704,707,705,495,889,933,1253,1431,801,820,746,508,1116,430,740,1150,554,544
P23845,Sulfate adenylyltransferase subunit 1 OS=Escherichia coli (strain K12) GN=cysN PE=1 SV=1,cysN,25,1650.37,52508.01953,2,1520,374,898,689,923,1036,1160,1001,1534,935,576,378,150,177,643,1342,1262,1033,821,583,849,1616
P23865,Tail-specific protease OS=Escherichia coli (strain K12) GN=prc PE=1 SV=2,prc,25,1202.44,76597.69941,2,506,621,521,362,401,400,451,451,422,349,290,269,213,166,391,441,486,494,406,343,423,506
P21177,Fatty acid oxidation complex subunit alpha OS=Escherichia coli (strain K12) GN=fadB PE=1 SV=2,fadB,25,1449.92,79525.42988,2,173,547,371,611,924,695,279,1030,863,1689,2181,2000,333,231,207,148,151,290,1236,1177,919,330
P36938,Phosphoglucomutase OS=Escherichia coli (strain K12) GN=pgm PE=1 SV=1,pgm,25,1772.14,58306.46912,2,1344,2354,1910,1344,1423,1428,1511,1628,1523,1564,1368,1408,1001,884,1226,1528,1261,1261,1337,993,1159,1278
P0A870,Transaldolase B OS=Escherichia coli (strain K12) GN=talB PE=1 SV=2,talB,25,1950.25,35179.30906,2,10629,15811,18400,6722,9688,9829,11297,11222,9969,6952,4879,3774,6575,7624,13577,19427,13207,13362,9119,7722,9614,12512
P68767,Cytosol aminopeptidase OS=Escherichia coli (strain K12) GN=pepA PE=1 SV=1,pepA,25,1456.6,54826.96661,2,1076,1675,1003,710,995,1175,1171,1191,1653,1469,1329,1239,711,731,919,1168,968,1144,1031,922,877,1222
P00934,Threonine synthase OS=Escherichia coli (strain K12) GN=thrC PE=1 SV=1,thrC,25,1740.99,47066.2141,2,14609,3501,3458,5601,8868,9013,11109,19636,8769,5094,3423,2992,4984,5352,17522,7455,9543,16975,9142,4676,10117,14507
P0A9P0,Dihydrolipoyl dehydrogenase OS=Escherichia coli (strain K12) GN=lpdA PE=1 SV=2,lpdA,25,1872.62,50638.58341,2,12596,30101,21772,9067,12061,12933,10310,24279,13633,10919,8931,7422,7512,8180,11509,11786,12079,15082,12836,9013,14318,14094
P75691,Uncharacterized zinc-type alcohol dehydrogenase-like protein YahK OS=Escherichia coli (strain K12) GN=yahK PE=1 SV=1,yahK,24,1682.03,37935.87879,2,1474,877,1504,2785,2231,2018,1763,1249,1746,2579,3012,3426,3272,3520,3444,2385,3829,1511,1696,2620,1707,1233
P0ABZ6,Chaperone surA OS=Escherichia coli (strain K12) GN=surA PE=1 SV=1,surA,24,1270.98,47236.24996,2,1554,2548,1814,900,1125,1132,1299,1207,1029,983,880,811,793,676,1516,1404,1217,1239,1187,1184,1189,1409
P21499,Ribonuclease R OS=Escherichia coli (strain K12) GN=rnr PE=1 SV=2,rnr,24,1333.47,92033.50406,2,251,439,240,238,290,372,314,302,497,351,325,326,249,305,337,476,338,337,321,238,282,444
P0A8M0,Asparaginyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=asnS PE=1 SV=2,asnS,24,1660.49,52519.41644,2,5528,5818,5849,3184,3617,4003,3970,3496,4366,3555,3046,2671,1909,1914,3375,7486,4589,4852,4182,2919,4024,5449
P0A8L1,Seryl-tRNA synthetase OS=Escherichia coli (strain K12) GN=serS PE=1 SV=1,serS,24,1656.07,48365.52218,2,2528,5806,3511,1949,1914,1938,2129,2117,2053,1696,1333,1221,1700,1602,2502,2719,2866,3166,2086,1408,2091,2785
P0AEX9,Maltose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=malE PE=1 SV=1,malE,24,1530.97,43342.36867,2,2142,8460,7545,3656,7252,7128,6138,5040,13536,18169,14817,9208,1023,979,784,492,624,1065,10665,5584,6087,5038
P0A786,Aspartate carbamoyltransferase catalytic chain OS=Escherichia coli (strain K12) GN=pyrB PE=1 SV=2,pyrB,24,1431.12,34387.75071,2,8888,908,897,7536,13350,9546,11773,6609,20205,12109,7452,7206,4185,4476,8830,7441,10437,10274,8817,10136,12674,10761
P05791,Dihydroxy-acid dehydratase OS=Escherichia coli (strain K12) GN=ilvD PE=1 SV=5,ilvD,24,1475.31,65471.83229,2,1199,495,386,504,679,898,710,994,841,510,383,277,574,554,2083,1160,1144,1476,804,444,719,1215
P77748,Uncharacterized protein ydiJ OS=Escherichia coli (strain K12) GN=ydiJ PE=4 SV=1,ydiJ,24,1182.07,113157.9224,2,231,125,177,209,236,235,250,250,274,298,260,254,47,33,60,207,173,212,204,152,291,326
P17315,Colicin I receptor OS=Escherichia coli (strain K12) GN=cirA PE=1 SV=2,cirA,23,1760.5,73832.34947,2,575,272,1063,234,416,840,474,352,367,252,117,112,3116,3062,5398,423,446,2512,371,180,432,866
P0ABH9,ATP-dependent Clp protease ATP-binding subunit ClpA OS=Escherichia coli (strain K12) GN=clpA PE=1 SV=1,clpA,23,1518.37,84136.91889,2,530,1474,714,357,365,499,503,437,622,463,423,356,157,153,447,598,555,631,571,327,384,670
P0C0V0,Protease do OS=Escherichia coli (strain K12) GN=degP PE=1 SV=1,degP,23,1640.41,49305.44896,2,3338,2586,2031,1531,2217,1434,3359,6153,1306,1190,1244,1091,900,1050,2095,5604,3353,2284,2793,1705,2179,4096
P31554,LPS-assembly protein lptD OS=Escherichia coli (strain K12) GN=lptD PE=1 SV=2,lptD,23,1380.25,89597.20601,2,523,915,723,295,353,520,363,356,374,361,339,308,389,390,583,537,607,431,345,372,338,356
P06612,DNA topoisomerase 1 OS=Escherichia coli (strain K12) GN=topA PE=1 SV=2,topA,23,1185.9,97270.30707,2,355,890,396,205,296,357,339,270,406,395,372,392,273,232,262,392,322,392,350,227,337,410
P11875,Arginyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=argS PE=1 SV=1,argS,23,1294.61,64623.81965,2,941,1457,1088,445,583,641,653,580,549,462,345,331,289,217,561,815,647,719,604,536,650,825
P04805,Glutamyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=gltX PE=1 SV=1,gltX,23,1464.42,53763.78958,2,2561,4337,3151,1455,1779,1824,1902,1668,1616,1258,1016,815,1088,1187,2351,2302,2429,2164,1611,1150,1699,2176
P0A7V0,30S ribosomal protein S2 OS=Escherichia coli (strain K12) GN=rpsB PE=1 SV=2,rpsB,23,1290.05,26708.79452,2,29156,71379,43644,13074,19635,17981,23668,16559,20848,13735,10701,8874,11087,12600,26507,28549,24586,31041,23900,16697,24909,36854
P33363,Periplasmic beta-glucosidase OS=Escherichia coli (strain K12) GN=bglX PE=1 SV=2,bglX,23,1148.94,83389.45193,2,157,324,259,117,139,125,150,157,113,100,79,56,57,54,95,121,87,137,119,74,116,127
P0C8J6,"D-tagatose-1,6-bisphosphate aldolase subunit GatY OS=Escherichia coli (strain K12) GN=gatY PE=1 SV=1",gatY,23,1240.46,30774.55511,2,4939,11402,12277,38995,26974,15537,14000,17087,22426,23039,16483,19399,912,800,2637,1867,3891,7353,19955,15768,25688,12285
P69786,PTS system glucose-specific EIICB component OS=Escherichia coli (strain K12) GN=ptsG PE=1 SV=1,ptsG,23,1237.08,50625.74752,2,2775,1617,1023,559,794,2340,917,742,9402,6753,3919,2381,1174,1415,1519,3329,2356,1323,862,642,783,3180
P05020,Dihydroorotase OS=Escherichia coli (strain K12) GN=pyrC PE=1 SV=2,pyrC,23,1515.82,38784.58103,2,4485,1030,1612,2403,4090,3330,3499,3718,3403,2288,1451,1152,2725,2572,5648,4483,5176,3992,3307,3020,4427,4284
P11447,Argininosuccinate lyase OS=Escherichia coli (strain K12) GN=argH PE=1 SV=3,argH,23,1699.87,50268.64352,2,2883,808,635,1219,1416,1594,1802,1328,1523,944,803,738,1158,750,1806,3332,2508,1922,1460,1020,1281,2019
P22106,Asparagine synthetase B [glutamine-hydrolyzing] OS=Escherichia coli (strain K12) GN=asnB PE=1 SV=3,asnB,23,1724.71,62601.08381,2,1154,828,6791,972,879,982,1192,1305,1044,973,784,593,351,314,836,1947,1145,1221,1109,689,780,1542
P00509,Aspartate aminotransferase OS=Escherichia coli (strain K12) GN=aspC PE=1 SV=1,aspC,23,1641.47,43527.99762,2,6985,4145,5583,7853,8584,9102,8701,8218,7922,6683,4338,3113,3025,2860,7744,7439,9964,9984,8644,6698,9920,9171
P0A836,Succinyl-CoA ligase [ADP-forming] subunit beta OS=Escherichia coli (strain K12) GN=sucC PE=1 SV=1,sucC,23,1617.83,41348.64135,2,6213,15855,16160,19647,14112,15077,11673,18432,15489,12857,10426,9453,2290,2482,4642,5952,5121,11712,15249,7735,16995,11574
P0AGE9,Succinyl-CoA ligase [ADP-forming] subunit alpha OS=Escherichia coli (strain K12) GN=sucD PE=1 SV=2,sucD,23,1502.7,29740.52945,2,6924,19013,20933,25370,14862,15755,12729,19455,15469,13091,10352,8930,3655,3501,7173,7085,6878,11505,14388,8241,16262,11996
P0A6H1,ATP-dependent Clp protease ATP-binding subunit ClpX OS=Escherichia coli (strain K12) GN=clpX PE=1 SV=2,clpX,22,1319.8,46309.17173,2,3251,5494,4162,1568,2148,2109,2649,2021,2326,1701,1316,1038,995,1230,2801,4017,3046,3337,2154,1707,1954,3181
P0A6H5,ATP-dependent protease ATPase subunit HslU OS=Escherichia coli (strain K12) GN=hslU PE=1 SV=1,hslU,22,1236.1,49544.84377,2,1367,4825,2667,859,1188,1300,1351,985,1286,1040,810,715,1042,934,1126,2370,1644,1607,1202,749,1278,1553
P30958,Transcription-repair-coupling factor OS=Escherichia coli (strain K12) GN=mfd PE=1 SV=2,mfd,22,1202.99,129883.2773,2,73,130,87,73,67,84,62,106,103,94,62,72,39,51,55,121,102,90,86,52,78,93
P08312,Phenylalanyl-tRNA synthetase alpha chain OS=Escherichia coli (strain K12) GN=pheS PE=1 SV=2,pheS,22,1689.92,36790.65689,2,5078,6584,5411,2651,3557,3601,4038,3740,3916,3415,3326,2978,1930,1827,2912,4645,3781,3676,3871,3106,3461,4408
P24182,Biotin carboxylase OS=Escherichia coli (strain K12) GN=accC PE=1 SV=2,accC,22,1191.11,49271.30273,2,1810,5352,3168,1046,1569,1333,1586,1376,1275,1090,867,769,779,744,964,2184,1612,1451,1397,1045,1567,1778
P0A953,3-oxoacyl-[acyl-carrier-protein] synthase 1 OS=Escherichia coli (strain K12) GN=fabB PE=1 SV=1,fabB,22,1881.89,42568.05338,2,13467,23274,22952,10932,12979,13563,13960,14117,12734,11361,10026,9499,6097,5750,13101,15282,15507,12334,12581,11989,14156,12408
Q47146,Acyl-coenzyme A dehydrogenase OS=Escherichia coli (strain K12) GN=fadE PE=2 SV=2,fadE,22,1395.13,89149.78105,2,86,189,129,311,187,218,118,403,416,529,444,347,261,264,142,147,51,120,289,111,141,197
P0C8J8,"D-tagatose-1,6-bisphosphate aldolase subunit gatZ OS=Escherichia coli (strain K12) GN=gatZ PE=1 SV=1",gatZ,22,1516.04,47060.76941,2,1413,12320,4943,11766,5521,6579,2892,6296,3805,4062,2647,2527,288,309,802,1015,979,2558,3637,7007,5815,4363
P0A7D4,Adenylosuccinate synthetase OS=Escherichia coli (strain K12) GN=purA PE=1 SV=2,purA,22,1544.12,47297.28625,2,6863,13171,4918,5986,5337,5947,6453,6140,8400,6694,4795,4565,3590,3796,6669,4886,7552,7917,4620,4776,5623,6728
P0A7E5,CTP synthase OS=Escherichia coli (strain K12) GN=pyrG PE=1 SV=2,pyrG,22,1209.43,60318.05938,2,960,1991,1158,390,667,633,755,627,707,451,350,265,366,370,622,786,718,775,582,476,746,916
P00895,Anthranilate synthase component 1 OS=Escherichia coli (strain K12) GN=trpE PE=1 SV=2,trpE,22,1161.99,57440.09143,2,1090,269,243,466,727,961,1318,991,1558,1091,878,790,309,296,725,1387,810,784,858,818,786,1472
P09832,Glutamate synthase [NADPH] small chain OS=Escherichia coli (strain K12) GN=gltD PE=1 SV=3,gltD,22,1254.84,51964.01557,2,2965,323,497,1293,1502,1675,2327,1553,1428,1286,1241,949,160,94,1091,2265,2949,2327,1480,1650,1394,3008
P08142,Acetolactate synthase isozyme 1 large subunit OS=Escherichia coli (strain K12) GN=ilvB PE=1 SV=1,ilvB,22,1367.73,60383.77314,2,1823,2174,2020,1405,1490,1584,2037,762,2063,1617,1203,1098,77,82,1232,989,636,1650,1954,916,1706,1648
P26616,NAD-dependent malic enzyme OS=Escherichia coli (strain K12) GN=maeA PE=1 SV=4,maeA,22,1291.18,63139.24904,2,528,1348,893,612,584,464,481,480,534,369,290,239,129,166,297,360,285,445,442,284,519,512
P07014,Succinate dehydrogenase iron-sulfur subunit OS=Escherichia coli (strain K12) GN=sdhB PE=1 SV=1,sdhB,22,1206.05,26734.23452,2,2481,9036,6147,7106,4363,4627,3332,5225,3939,4218,3573,3502,748,706,1794,1711,2209,2972,5137,3077,5865,4132
P37689,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Escherichia coli (strain K12) GN=gpmI PE=1 SV=1",gpmI,22,1532.01,56140.28406,2,2656,2064,2465,460,726,2001,1657,593,1709,799,665,556,919,980,1937,2580,3060,2466,1087,944,644,3645
P38054,Cation efflux system protein CusA OS=Escherichia coli (strain K12) GN=cusA PE=1 SV=2,cusA,21,1287.43,114616.0284,2,356,204,168,372,428,151,452,277,337,307,209,159,253,83,158,497,308,312,467,249,441,771
P0ABC7,Modulator of FtsH protease HflK OS=Escherichia coli (strain K12) GN=hflK PE=1 SV=1,hflK,21,1460.75,45499.07951,2,1349,2346,1673,980,1331,1105,1509,1406,1321,1167,1066,910,749,798,988,1647,980,1201,1314,899,1097,1511
P02930,Outer membrane protein tolC OS=Escherichia coli (strain K12) GN=tolC PE=1 SV=3,tolC,21,1721.5,53690.18447,2,4884,6584,6392,3449,4196,4309,4795,3737,3279,2881,2593,2501,3002,3266,5240,5278,5327,5212,4831,4374,4628,5378
P62399,50S ribosomal protein L5 OS=Escherichia coli (strain K12) GN=rplE PE=1 SV=2,rplE,21,1537.62,20270.69129,2,31769,69275,50152,13321,19299,20813,22717,15729,20923,13137,10395,8098,9460,7687,21562,26237,24713,27202,22579,14265,23442,31745
P0ABD5,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Escherichia coli (strain K12) GN=accA PE=1 SV=2,accA,21,1388.86,35201.29042,2,3825,7972,6785,1944,2826,2718,3077,2904,2809,2315,1950,1902,1432,1575,2992,3427,2928,2718,2905,2328,2616,3132
P0A7A7,Glycerol-3-phosphate acyltransferase OS=Escherichia coli (strain K12) GN=plsB PE=1 SV=2,plsB,21,1093.16,91305.48655,2,192,370,219,162,176,194,190,279,264,239,258,284,186,149,135,303,218,218,199,178,175,257
P05459,Erythronate-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=pdxB PE=2 SV=2,pdxB,21,1159.7,41323.77299,2,737,801,831,381,530,657,646,621,575,472,388,354,489,401,716,828,961,741,582,564,677,850
P23721,Phosphoserine aminotransferase OS=Escherichia coli (strain K12) GN=serC PE=1 SV=4,serC,21,1252.06,39739.97191,2,18150,3178,5737,8002,7696,10627,9686,8722,7670,6022,4739,3261,6297,5723,17258,18691,21311,15676,9854,7996,10047,15637
P0A867,Transaldolase A OS=Escherichia coli (strain K12) GN=talA PE=1 SV=1,talA,21,1563.1,35618.46965,2,1446,953,1115,1327,1279,1483,1364,849,966,1063,1516,1879,2894,3220,2017,2303,3784,1192,1304,2589,1109,988
P00944,Xylose isomerase OS=Escherichia coli (strain K12) GN=xylA PE=3 SV=1,xylA,21,1227.4,49692.50395,2,260,556,399,219,204,246,228,195,212,181,167,167,165,173,287,329,348,30351,194,211,222,240
P0AC53,Glucose-6-phosphate 1-dehydrogenase OS=Escherichia coli (strain K12) GN=zwf PE=1 SV=1,zwf,21,1176.15,55651.32689,2,1234,1508,1154,625,843,1117,1171,998,997,816,864,920,1056,1011,1291,1849,1562,1773,986,1198,871,1519
P08660,Lysine-sensitive aspartokinase 3 OS=Escherichia coli (strain K12) GN=lysC PE=1 SV=2,lysC,21,1470.14,48483.43931,2,3720,383,474,1318,869,1401,1832,2152,1577,876,591,447,841,816,2160,3177,3665,2771,2174,1021,1104,3264
P07023,T-protein OS=Escherichia coli (strain K12) GN=tyrA PE=1 SV=1,tyrA,21,1161.21,41997.8894,2,1416,501,328,866,591,754,1233,2267,1043,507,383,318,191,124,461,1236,703,447,725,631,590,1806
P0AEM9,Cystine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=fliY PE=1 SV=1,fliY,21,1343.12,29003.20238,2,11402,3133,8454,9115,9255,11166,11401,7942,8873,6956,5875,5140,8947,8974,11002,11015,15377,8176,10098,9467,8826,11498
P0AFG6,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Escherichia coli (strain K12) GN=sucB PE=1 SV=2,sucB,21,1441.27,43965.9951,2,5252,15565,13586,10292,6935,7557,5558,9948,6097,5079,4078,3836,3484,3943,5469,6113,5922,7246,6495,3454,7197,6296
P22259,Phosphoenolpyruvate carboxykinase [ATP] OS=Escherichia coli (strain K12) GN=pckA PE=1 SV=2,pckA,21,1651.23,59587.99575,2,1147,9848,9999,7097,8349,6004,5292,8611,5553,7880,6325,5504,1202,972,1192,1126,1012,2848,6681,5397,8367,2422
P0AFK0,Protein pmbA OS=Escherichia coli (strain K12) GN=pmbA PE=1 SV=1,pmbA,20,1315.39,48321.3938,2,1295,1789,1552,878,872,878,1072,906,783,713,555,540,320,350,1125,1132,1137,1077,941,658,844,1046
P0ADE8,tRNA-modifying protein ygfZ OS=Escherichia coli (strain K12) GN=ygfZ PE=1 SV=2,ygfZ,20,1097.04,36053.36943,2,1610,2457,2423,1629,1781,1776,2020,1789,1599,1361,1202,1070,849,777,1503,2206,2037,1985,1764,1655,1837,2082
P05825,Ferrienterobactin receptor OS=Escherichia coli (strain K12) GN=fepA PE=1 SV=2,fepA,20,1254.96,82038.47549,2,374,222,374,131,166,330,182,212,129,104,101,72,1366,1494,2026,247,521,840,174,109,202,239
P75780,Catecholate siderophore receptor fiu OS=Escherichia coli (strain K12) GN=fiu PE=1 SV=1,fiu,20,1242.23,81891.90875,2,202,377,481,98,116,244,111,65,110,70,49,38,1098,1079,1628,200,563,660,83,60,127,132
P09169,Protease 7 OS=Escherichia coli (strain K12) GN=ompT PE=1 SV=1,ompT,20,1635.49,35522.27435,2,13908,7843,18400,8657,11123,11163,9579,7822,10293,8302,7206,5433,7261,8308,17959,26649,13936,12606,9674,7420,10810,9831
P0A698,UvrABC system protein A OS=Escherichia coli (strain K12) GN=uvrA PE=1 SV=1,uvrA,20,1115.87,103784.5415,2,127,228,131,105,105,169,118,106,142,135,142,173,135,134,125,175,210,143,101,141,112,125
P0A9P9,Gluconate 5-dehydrogenase OS=Escherichia coli (strain K12) GN=idnO PE=3 SV=1,idnO,20,1815.51,27527.23456,1,601,1048,NA,391,500,14988,385,444,488,571,490,360,607,431,525,530,512,NA,NA,288,404,NA
P18843,NH(3)-dependent NAD(+) synthetase OS=Escherichia coli (strain K12) GN=nadE PE=1 SV=2,nadE,20,1181.19,30599.77658,2,3939,2222,2917,2353,2354,2548,3084,2187,2610,2016,2006,1752,1985,2060,4554,3508,4157,3532,2664,2569,2148,3320
P0A6P9,Enolase OS=Escherichia coli (strain K12) GN=eno PE=1 SV=2,eno,20,1590.44,45608.41069,2,36150,40037,41120,19247,21413,30880,26523,19565,23999,15737,14110,14591,30291,30460,43102,38137,48089,47429,26705,26023,23507,52589
P27302,Transketolase 1 OS=Escherichia coli (strain K12) GN=tktA PE=1 SV=5,tktA,20,1584.03,72147.91979,2,3883,7519,5275,2661,3662,3211,3392,3675,3388,2823,1961,1508,894,865,2487,3371,3182,3945,3192,1625,3721,3669
P0ABP8,Purine nucleoside phosphorylase deoD-type OS=Escherichia coli (strain K12) GN=deoD PE=1 SV=2,deoD,20,1278.35,25915.01852,2,2764,18649,7113,2242,3099,2695,3391,2187,3044,2693,2523,2161,1807,1650,2875,3156,2904,2883,3111,2741,3259,3228
P24171,Peptidyl-dipeptidase dcp OS=Escherichia coli (strain K12) GN=dcp PE=1 SV=4,dcp,20,1362.56,77448.95692,2,591,411,627,532,588,545,533,393,485,425,398,341,294,244,668,651,749,687,516,488,411,500
P37095,Peptidase B OS=Escherichia coli (strain K12) GN=pepB PE=1 SV=2,pepB,20,1453.69,46133.26021,2,3155,3891,4806,2673,3114,3228,3464,2713,3874,2996,2681,2703,1228,1317,2417,2760,2136,3173,4087,2576,3347,3399
P09551,Lysine-arginine-ornithine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=argT PE=1 SV=3,argT,20,1428.72,27956.24088,2,6161,4553,7114,12700,22538,14051,13118,16269,12148,22782,23995,24775,6511,6180,5842,3823,4575,5244,22449,29463,20307,7773
P31660,2-methylcitrate synthase OS=Escherichia coli (strain K12) GN=prpC PE=1 SV=2,prpC,20,1179.96,43057.02009,2,470,278,156,156,651,415,301,198,249,985,1092,795,234,203,542,709,331,450,330,1045,275,375
